object_id,first_name,last_name,birthplace,affiliation_name,degree_type,subject,institution,graduated_at,created_at_x,updated_at_x,id,relationship_id,person_object_id,relationship_object_id,start_at,end_at,is_past,sequence,title,created_at_y,updated_at_y
p:27246,Roman,Kikta,,Genesis Campus,BA,,Rutgers University,,2010-07-20 15:59:39,2010-07-20 19:48:39,31955.0,31955.0,p:27246,f:1945,2001-01-01,,0.0,1.0,General Partner,2009-01-21 21:42:49,2010-12-08 18:17:46
p:27327,Todd,Gitlin,Los Angeles,Safire Partners,BA,Organizational Management,California State University,,2013-11-30 16:23:05,2013-11-30 16:23:05,65242.0,65242.0,p:27327,c:41943,,,0.0,2.0,Managing Partner,2010-02-15 02:53:17,2010-02-16 19:43:53
p:27501,Kelly,Porter,,Woodside Capital Partners,MS,Sloan Fellow,Stanford University,1999-01-01,2009-11-17 10:43:29,2009-11-17 19:57:04,32242.0,32242.0,p:27501,f:1982,,,0.0,4.0,Managing Partner,2009-01-26 18:06:00,2009-11-17 19:56:55
p:27696,Carlos,Bhola,,Celsius Capital,,,,,,,32469.0,32469.0,p:27696,f:2002,,,0.0,1.0,Managing Partner,2009-01-28 20:35:45,2009-01-28 20:35:45
p:28116,Marcus,Ogawa,,Quest Venture Partners,BA,Continuing Graduate Studies,Stanford University,2008-01-01,2013-05-06 12:30:43,2013-08-01 10:17:08,32939.0,32939.0,p:28116,f:1037,2007-10-01,,0.0,6.0,Managing Partner,2009-02-05 19:02:48,2013-09-09 06:16:24
p:28501,Kylie,Sachs,,Ascend Venture Group,BA,Economics,Georgetown University,,2009-05-22 13:18:28,2009-05-22 13:18:28,33378.0,33378.0,p:28501,f:541,,,0.0,1.0,Partner,2009-02-12 19:10:58,2009-05-22 13:16:35
p:28622,Curtis,Morte,Roseville,Morthix,,,,,,,33524.0,33524.0,p:28622,c:18771,2009-04-01,2011-04-01,1.0,1.0,Managing Partner,2009-02-17 03:24:33,2012-07-10 21:00:26
p:30267,Amy,Nauiokas,,Anthemis Group,MS,International Business,Columbia University in the City of New York,1997-01-01,2013-09-19 15:26:47,2013-09-19 15:26:47,35625.0,35625.0,p:30267,f:2095,2011-01-01,,0.0,4.0,Venture Partner,2009-03-17 08:18:08,2013-09-19 15:33:10
p:30437,Joe,Spinelli,,Velocity Financial Group,,,,,,,35818.0,35818.0,p:30437,f:2169,2007-01-01,,0.0,1.0,Partner,2009-03-19 21:38:05,2011-05-25 17:45:26
p:31658,Tony,Huang,,Velocity Financial Group,MBA,,National Cheng-Chi University,,2013-12-04 09:55:41,2013-12-04 09:55:41,472681.0,472681.0,p:31658,f:614,,,0.0,2.0,Partner,2013-12-04 08:45:56,2013-12-04 08:45:56
p:32155,Haakon,Overli,,Dawn Capital,,Mathematics,University of Oslo,,2013-11-14 08:53:03,2013-11-14 08:53:03,38124.0,38124.0,p:32155,f:2325,,,0.0,2.0,Managing Partner,2009-04-23 15:39:29,2010-06-02 00:08:10
p:33399,Anton,Arts,,New Venture Partners,BA,,Nyenrode University,1989-01-01,2013-09-09 10:38:47,2013-09-09 10:38:47,39749.0,39749.0,p:33399,f:1926,,,0.0,4.0,Venture Partner,2009-05-15 19:41:04,2013-09-09 11:12:20
p:33497,John,Albright,Toronto,OCAD University,BA,Chartered Financial Analyst,CFA Institute,1986-01-01,2013-07-09 07:58:16,2013-11-25 19:26:35,70592.0,70592.0,p:33497,f:1058,2008-01-01,2010-01-01,1.0,4.0,Managing Partner,2010-04-16 14:07:06,2013-12-04 06:48:39
p:34091,Alexander,Tamas,,Digital Sky Technologies,,,,,,,125222.0,125222.0,p:34091,f:2534,2008-06-06,2013-01-01,1.0,2.0,Partner,2011-08-02 16:17:37,2013-06-17 09:49:56
p:34601,Zach,Klein,"Rochester, NY",Founder Collective,BA,Studio Art,Wake Forest,2004-01-01,2009-06-02 20:47:33,2009-06-04 00:28:03,41249.0,41249.0,p:34601,c:1606,,,1.0,4.0,Partner,2009-06-02 20:47:33,2010-11-23 15:39:05
p:34659,David,Anthony,,21Ventures,MBA,,The Tuck School of Business,,2009-06-03 11:45:25,2009-06-03 11:45:25,41318.0,41318.0,p:34659,f:645,2004-01-01,,0.0,2.0,Managing Partner,2009-06-03 11:42:16,2013-11-30 06:06:53
p:34896,David,P. Rizzo,,IDEA Fund Partners,BA,Economics,College of William & Mary,,2009-06-05 12:00:29,2009-06-05 12:00:29,41621.0,41621.0,p:34896,f:82,,,0.0,1.0,Managing Partner,2009-06-05 11:56:48,2010-12-24 21:38:35
p:34902,Robert A.,Ingram,,Hatteras Venture Partners,BS,Business Administration,Eastern Illinois University,,2009-06-05 12:23:35,2009-06-05 12:23:35,41628.0,41628.0,p:34902,f:2489,2007-01-24,,0.0,2.0,General Partner,2009-06-05 12:20:40,2013-11-25 06:00:47
p:35009,Bernard,Peperstraete,,NGN Capital,MBA,MBA,Harvard,,2013-10-20 02:39:49,2013-10-20 02:39:49,41784.0,41784.0,p:35009,f:2222,,,0.0,9.0,Partner,2009-06-06 15:05:57,2013-10-20 02:36:13
p:35079,Glenn,Manishin,Boston,Duane Morris LLP,JD,,"Columbia University, School of Law",1981-01-01,2009-06-07 15:44:44,2009-06-08 21:48:58,42124.0,42124.0,p:35079,c:24389,2008-01-01,,1.0,2.0,Partner,2009-06-09 16:28:21,2013-09-22 22:33:49
p:35284,AJ,Vaynerchuk,,VaynerMedia,,,,,,,42120.0,42120.0,p:35284,c:22381,,,0.0,1.0,Partner,2009-06-09 16:22:08,2011-06-08 14:11:56
p:35317,Jim,McDermott,"San Padro, CA",US Renewables,BA,Philosophy,Colorado College,1991-01-01,2011-09-18 23:30:13,2011-09-22 17:25:12,42156.0,42156.0,p:35317,f:2695,2003-01-01,,0.0,10.0,Managing Partner,2009-06-09 22:27:36,2010-11-08 02:08:35
p:36993,Eric,Duong,,Same Page Capital,BA,Political Science,"University of California, Berkeley",1990-01-01,2009-12-17 01:28:29,2009-12-17 01:56:59,44181.0,44181.0,p:36993,c:9406,,,0.0,1.0,Consultant,2009-06-24 18:37:43,2009-12-17 01:57:05
p:37547,Krish,Prabhu,,Mobility Ventures,,,,,,,44945.0,44945.0,p:37547,f:2973,,,1.0,1.0,Venture Partner,2009-07-02 22:43:52,2011-05-23 01:59:37
p:38062,Brendon,Kensel,,Kensel & Co.,,,,,,,45621.0,45621.0,p:38062,f:3205,,,0.0,2.0,Managing Partner,2009-07-11 19:25:48,2011-04-08 23:25:06
p:38690,Keyvan,Nilforoushan,,NextStage,,,,,,,46507.0,46507.0,p:38690,f:3335,,,0.0,1.0,Managing Partner,2009-07-23 08:51:58,2009-07-24 22:09:18
p:38913,Larry,Burke,,Burke & Burke Design,,,,,,,46796.0,46796.0,p:38913,c:28281,,,0.0,1.0,Partner,2009-07-27 17:31:50,2009-07-27 21:25:16
p:39200,Samuel,Angus,,Fenwick & West,JD,Law,UC Hastings,1993-01-01,2009-07-31 20:02:57,2009-07-31 20:02:57,47152.0,47152.0,p:39200,c:15280,,,0.0,1.0,Partner,2009-07-31 20:02:57,2011-01-17 19:59:45
p:39563,Deborah,Collins,,Soya Marketing,,,,,,,47597.0,47597.0,p:39563,c:28834,,,0.0,1.0,Partner,2009-08-04 23:30:06,2009-08-05 00:34:03
p:39981,Nathanial,Trienens,,Fuzz Productions,BS,Computer Science,Northwestern University,1998-01-01,2012-01-12 18:54:07,2012-01-13 23:48:47,48164.0,48164.0,p:39981,c:29327,,,0.0,1.0,Partner,2009-08-11 13:44:05,2011-08-27 00:15:11
p:40240,Armando,Machado,"Porto, Portugal",Infineon,BS,Software Engineering,City University London,1999-01-01,2009-08-16 08:31:41,2009-08-17 00:43:44,48510.0,48510.0,p:40240,c:26471,,,1.0,1.0,Consultant,2009-08-16 08:31:42,2013-09-11 07:30:21
p:40393,Thomas S.,Huseby,,Sea Point Ventures,,,,,,,48707.0,48707.0,p:40393,f:3473,,,0.0,1.0,Managing Partner,2009-08-19 10:17:49,2009-08-19 10:17:49
p:41218,Patrick,Ruffini,,Republican National Committee,BA,,University of Pennsylvania,2000-01-01,2009-09-03 00:32:49,2009-09-04 19:22:29,57077.0,57077.0,p:41218,c:31026,2007-03-01,,0.0,1.0,Partner,2009-11-24 20:39:54,2009-11-24 22:48:13
p:41440,Lior,Zorea,,Perkins Coie,,,,,,,50083.0,50083.0,p:41440,c:31167,,,0.0,1.0,Partner,2009-09-07 23:46:27,2011-08-22 22:56:45
p:41967,James,Stolp,,CloudProfile,,,,,,,114788.0,114788.0,p:41967,c:77253,2010-11-01,,0.0,4.0,Managing Partner,2011-05-24 16:58:41,2012-07-05 18:07:05
p:42820,Anne,Dixon,,Amgen,,,,,,,51992.0,51992.0,p:42820,c:32692,,,0.0,6.0,Managing Partner,2009-09-28 17:44:58,2010-10-25 02:12:19
p:42911,Luis,Rivera Gurrea-Nozaleda,Madrid,Okuri Ventures,MBA,,INSEAD,,2009-12-24 10:46:39,2009-12-24 21:14:37,60251.0,60251.0,p:42911,f:4140,,,0.0,9.0,Partner,2009-12-23 23:00:25,2009-12-23 23:47:25
p:43380,Ajay,Arumugam,,SocialTab,BA,Economics - Business Management,Michigan State University,,2009-10-20 16:51:58,2013-11-19 03:34:20,52716.0,52716.0,p:43380,c:33315,,,0.0,1.0,Managing Partner,2009-10-06 19:45:54,2013-11-15 03:27:03
p:44785,Staffan,Helgesson,,Creandum,MS,,Center for Venture Education - CVE,2007-01-01,2013-09-12 06:17:36,2013-09-12 06:17:36,54712.0,54712.0,p:44785,f:1145,2003-03-03,,0.0,2.0,General Partner,2009-10-29 08:21:42,2013-04-15 06:10:37
p:44811,Saul,Richter,,Emerald Stage2 Ventures,MBA,,"Columbia University, Business School",1999-01-01,2013-07-01 23:46:23,2013-07-02 12:37:27,54745.0,54745.0,p:44811,f:3765,2008-03-01,,0.0,2.0,Managing Partner,2009-10-29 16:29:32,2009-10-30 23:32:36
p:45155,Alexander,Stoeckel,,Brains-To-Ventures (dup).. try BrainsToVentures,MBA,International Business & Administration,"University of Oxford, Said Business School",2006-01-01,2011-04-11 14:07:07,2011-04-12 18:26:12,55232.0,55232.0,p:45155,f:3782,,,0.0,1.0,Partner,2009-11-05 08:31:54,2013-03-01 06:52:56
p:45421,Eric,Paley,,Founder Collective,MBA,,Harvard University,2003-01-01,2009-11-09 21:17:54,2013-08-03 10:15:54,55607.0,55607.0,p:45421,f:3809,2009-01-01,,0.0,4.0,Managing Partner,2009-11-09 20:10:52,2013-08-12 08:17:57
p:45647,Tom,Van den Berckt,,Personera,,MBA,University of Cape town,2006-01-01,2009-11-12 06:16:53,2009-11-12 09:47:03,55914.0,55914.0,p:45647,c:35581,2009-01-01,,1.0,1.0,Investor,2009-11-11 22:52:26,2011-02-03 00:59:07
p:46085,Robert,Augenstein,,nexDimension Technology Solutions,,,,,,,56502.0,56502.0,p:46085,c:35990,,,0.0,1.0,Managing Partner,2009-11-17 22:47:27,2009-11-18 18:01:07
p:46833,Eric,Lefkofsky,,Groupon,BA,,University of Michigan,,2009-12-01 20:09:55,2013-08-22 08:53:41,67913.0,67913.0,p:46833,f:4736,2010-03-15,,0.0,6.0,Partner,2010-03-15 16:44:29,2013-09-02 10:20:40
p:47015,Michael,Price,,CEO Ventures,,,,,,,57709.0,57709.0,p:47015,f:3956,2000-01-01,,0.0,1.0,General Partner,2009-12-03 06:02:50,2009-12-03 18:36:26
p:47313,Ross,Meador,Mexico,Rogers & Meador,JD,,"University of California, Berkeley, Boalt School of Law",1986-01-01,2009-12-07 22:26:08,2009-12-07 23:28:21,68561.0,68561.0,p:47313,c:44342,2003-01-01,,0.0,1.0,Partner,2010-03-22 17:58:13,2012-03-25 06:27:47
p:47525,Rory,O'Driscoll,Ireland,Scale Venture Partners,BS,Economics,London School of Economics,1987-01-01,2009-12-10 04:19:54,2013-06-29 03:43:30,72213.0,72213.0,p:47525,f:518,1994-01-01,,0.0,11.0,Partner,2010-05-03 23:27:49,2013-06-29 03:36:49
p:47535,Kishore,Ganji,"Hyderabad, India",Addepar,MBA,Sales and Marketing,University of Georgia,2003-01-01,2013-01-31 16:37:58,2013-02-02 02:58:35,194327.0,194327.0,p:47535,c:64596,,,0.0,6.0,Investor,2013-01-31 16:36:23,2013-07-16 04:25:51
p:48205,Robert,Siegel,Los Angeles,XSeed Capital,BA,Political Science,"University of California, Berkeley",1989-01-01,2013-07-23 18:11:24,2013-07-23 18:16:00,75953.0,75953.0,p:48205,f:2246,2008-01-01,,0.0,7.0,General Partner,2010-06-13 21:22:48,2010-06-15 02:05:35
p:48346,Douglas,Abrams,,First Meta,BA,Communications and received,The Wharton School of the University of Pennsylvania,,2013-05-24 12:33:50,2013-05-24 12:33:50,59518.0,59518.0,p:48346,f:4063,,,0.0,5.0,Partner,2009-12-18 02:23:55,2011-05-18 21:15:30
p:48473,Saif,AlShamsi,,TLG,,,,,,,59658.0,59658.0,p:48473,c:38048,1995-01-05,,0.0,1.0,Partner,2009-12-19 05:53:59,2011-07-09 12:22:49
p:48557,Timothy,Post,United States,Runet Labs,MBA,Entrepreneurial Studies,Olin School of Business at Babson College,1996-01-01,2009-12-20 10:12:16,2009-12-20 17:25:37,80222.0,80222.0,p:48557,c:53099,2010-01-01,,0.0,2.0,Managing Partner,2010-07-30 20:40:53,2010-08-02 16:38:02
p:48686,Scott,Sutherland,,SutherlandGold Group,,,,,,,59950.0,59950.0,p:48686,c:38217,,,0.0,1.0,Partner,2009-12-22 03:26:01,2011-10-28 03:49:07
p:49288,Francesco,Santinon,,Spirit Capital Partners,,,,,,,60730.0,60730.0,p:49288,f:4148,,,0.0,1.0,Managing Partner,2009-12-30 09:19:15,2009-12-30 09:19:15
p:49379,Marc,J. La Magna,,Turnstone Capital Management,MBA,,Amos Tuck School,1995-01-01,2009-12-31 07:48:00,2012-03-25 17:27:35,60832.0,60832.0,p:49379,f:3704,,,0.0,4.0,Managing Partner,2009-12-31 07:40:52,2013-09-20 22:44:34
p:50513,Piers,Cooper,,Board of Advisors,,,,,,,62327.0,62327.0,p:50513,f:4239,2009-05-01,,0.0,3.0,Partner,2010-01-15 01:56:24,2010-01-15 21:43:05
p:51479,Rick E.,Wittenbraker,,Stage One Capital,BA,,University of Texas at Austin,1998-01-01,2010-04-16 18:47:04,2010-04-16 21:17:45,63556.0,63556.0,p:51479,f:4327,,,0.0,5.0,General Partner,2010-01-28 00:57:55,2010-01-28 01:45:12
p:51505,Jean,Bourcereau,,Ventech,BS,Telecommunication,ENST,1997-01-01,2013-08-04 10:48:02,2013-09-28 10:36:57,63592.0,63592.0,p:51505,f:952,2000-09-01,,0.0,6.0,Managing Partner,2010-01-28 10:04:28,2013-08-04 10:46:15
p:51567,Martin,Jones,,March Communications,,,,,,,63651.0,63651.0,p:51567,c:40944,,,0.0,1.0,Managing Partner,2010-01-28 20:43:20,2010-01-29 20:03:22
p:51746,Chris,Mills,Alabama,Mindrally,BA,"Economics & Business, Concentration in Financial Management",Virginia Military Institute,,2013-11-07 10:44:15,2013-11-07 10:44:15,63863.0,63863.0,p:51746,c:41063,,,0.0,1.0,Partner,2010-01-31 01:41:30,2010-01-31 04:32:07
p:51763,Ric,Shreves,,water&stone,BA,Performing Arts,St. Mary's,1984-01-01,2010-02-03 10:13:33,2010-02-03 18:33:23,63885.0,63885.0,p:51763,c:41080,2003-10-01,,0.0,2.0,Partner,2010-01-31 11:38:41,2010-02-03 18:36:43
p:52013,Torsten,Hoffmann,Germany,Global Media Consult,MBA,Management,University of Oxford,2010-01-01,2010-02-03 14:59:45,2010-02-05 01:21:49,64234.0,64234.0,p:52013,c:41301,2008-02-01,2010-02-03,1.0,1.0,Partner,2010-02-03 14:59:45,2010-02-05 01:21:50
p:52073,Marty,Cagan,,Silicon Valley Technology Group,,,,,,,64315.0,64315.0,p:52073,f:2753,,,0.0,1.0,Partner,2010-02-04 09:53:33,2010-02-04 09:53:33
p:52585,Steven,VonDeak,,AppFury,BA,Economics,University of Rochester,2005-01-01,2010-04-14 19:24:24,2010-04-15 19:37:20,64960.0,64960.0,p:52585,c:41794,2009-09-01,,0.0,1.0,Partner,2010-02-11 22:25:44,2012-02-23 05:17:33
p:52788,John,Rampton,"Salt Lake City, Utah",Adogy,BS,Economics,University of Utah,2008-01-01,2010-02-15 00:07:34,2010-02-15 20:29:24,65236.0,65236.0,p:52788,c:41937,2009-11-10,,0.0,4.0,Partner,2010-02-15 00:07:34,2010-02-15 20:29:24
p:53719,Dan,Lynn,Colorado,Spider Web Labs,,Computer Science,Metropolitan State College of Denver,2002-01-01,2013-07-04 20:34:13,2013-07-04 20:34:13,66531.0,66531.0,p:53719,c:42900,2004-02-01,2008-12-31,1.0,1.0,Partner,2010-03-01 18:14:10,2010-03-01 18:51:38
p:54057,Rob,Meadows,,Thrive Fashion,MS,Computer Science,University of Arizona,2000-01-01,2010-03-07 00:37:33,2010-03-07 01:41:54,67010.0,67010.0,p:54057,c:43235,2007-03-01,,0.0,8.0,Partner,2010-03-07 00:37:33,2013-08-25 06:09:48
p:54166,Derek,Norton,,Watertower Group,BA,Communications,University of Southern California (USC),1987-01-01,2010-03-27 12:46:20,2010-03-28 23:36:48,67177.0,67177.0,p:54166,f:4656,,,0.0,1.0,Managing Partner,2010-03-08 21:31:16,2010-03-08 21:42:54
p:54248,Emanuele,Tha,Milan,Moai Capital Venture,MS,Corporate and Commercial Law,UniversitÃ  degli studi di Milano,2003-01-01,2010-03-10 12:21:29,2010-03-10 17:41:12,67281.0,67281.0,p:54248,f:4642,2010-01-18,,0.0,1.0,Partner,2010-03-09 19:17:30,2010-03-09 21:55:16
p:54742,Baillie,Parker,,Converge Executive Search,,,,,,,67981.0,67981.0,p:54742,c:43888,,,1.0,1.0,Partner,2010-03-15 22:38:28,2011-08-24 18:48:16
p:54867,Gautam,Ghosh,India,2020 Social,,,,,,,68144.0,68144.0,p:54867,c:44009,2009-10-20,2010-06-30,1.0,1.0,Consultant,2010-03-17 10:55:08,2010-07-07 20:56:56
p:55154,Ben,Lerer,New York,Lerer Ventures,,,University of Pennsylvania,2003-01-01,2012-05-17 02:36:31,2012-05-17 02:36:31,68549.0,68549.0,p:55154,f:4691,2010-02-01,,0.0,2.0,Partner,2010-03-22 17:03:40,2010-03-22 17:03:40
p:55846,Howard,H. Thaw,"Cornwall, ON CANADA",HELP.VC,,,,,,,69486.0,69486.0,p:55846,c:45006,,,0.0,1.0,Managing Partner,2010-04-01 01:11:37,2010-04-01 01:19:10
p:56596,David,Castor,"Oakland, CA",Alerding Castor Hewitt,JD,Law,Indiana University,2002-01-01,2010-04-15 12:32:41,2010-04-16 18:01:08,70499.0,70499.0,p:56596,c:39034,2007-04-01,,0.0,1.0,Partner,2010-04-15 12:32:42,2010-04-16 18:01:08
p:56909,Zach,Richardson,"Provo, UT",Think Eight,BS,Asian Studies / Japanese,Brigham Young University,2009-01-01,2010-04-20 15:04:44,2010-04-20 18:30:30,70929.0,70929.0,p:56909,c:44477,,,1.0,1.0,Managing Partner,2010-04-20 15:04:44,2012-08-14 10:59:59
p:57677,Rudy,Burger,,Woodside Capital Partners,MS,EE,Yale University,1980-01-01,2010-04-30 00:14:24,2010-04-30 02:53:25,71910.0,71910.0,p:57677,f:3799,2005-01-01,,0.0,1.0,Managing Partner,2010-04-30 00:14:24,2010-04-30 02:53:25
p:58084,Al,Shaw,"Providence, RI",Skeey Interactive LLC,BS,Accounting,Bryant University,1996-01-01,2010-05-04 23:11:52,2010-05-04 23:18:04,72398.0,72398.0,p:58084,c:47239,2000-12-01,,0.0,3.0,Partner,2010-05-04 23:11:53,2010-05-04 23:18:04
p:58332,Tre,Zimmerman,,Nero Inc,,,,,,,72680.0,72680.0,p:58332,c:47432,2008-08-01,2010-04-01,1.0,4.0,Managing Partner,2010-05-06 22:28:55,2011-07-12 17:50:51
p:58990,James,Ford,Saint Louis MO,ABCO Global,BS,Physics,SIU,1969-01-01,2010-05-15 02:56:01,2010-05-17 17:10:05,73413.0,73413.0,p:58990,c:47972,1983-06-01,,0.0,1.0,Consultant,2010-05-15 02:56:01,2010-05-17 17:10:05
p:59315,Brad,Gillespie,,IA Ventures,PhD,Electrical Engineering,University of Washington,2002-01-01,2013-05-21 13:02:12,2013-08-17 05:18:51,73842.0,73842.0,p:59315,f:4356,2010-01-01,,0.0,7.0,General Partner,2010-05-19 23:23:34,2013-08-17 05:17:26
p:59362,Davor,Hebel,,Fidelity Growth Partners Europe,,,,,,,73886.0,73886.0,p:59362,f:5412,,,0.0,1.0,Partner,2010-05-20 09:07:58,2011-07-28 16:55:55
p:59433,Glenn,McGonnigle,,TechOperators,BS,Mechanical Engineering,University of Virginia,1984-01-01,2012-09-20 18:46:31,2012-10-04 07:08:35,73978.0,73978.0,p:59433,f:3881,2008-09-01,,0.0,3.0,General Partner,2010-05-20 21:24:51,2013-09-04 02:54:09
p:59576,Gary F.,Patton,"Toronto, ON CAN","Patton Associates, People Development Coaches & Consultants",MS,Social Sciences,University of Toronto,1975-01-01,2010-05-23 23:54:52,2010-05-26 17:21:22,74187.0,74187.0,p:59576,c:48424,1987-06-27,,0.0,2.0,Managing Partner,2010-05-23 23:54:52,2010-05-28 20:21:45
p:60231,Joseph,Kim,,m8 Capital,,,,,,,79731.0,79731.0,p:60231,f:5538,2010-04-29,,0.0,1.0,Partner,2010-07-26 21:50:37,2010-07-27 00:04:43
p:62427,Olivier,SANVITI,Massy,Gramond & AssociÃ©s,MS,European Business,ESCP EUROPE,1998-01-01,2010-07-02 20:47:33,2010-07-07 21:31:02,77584.0,77584.0,p:62427,c:50804,2007-12-01,,0.0,1.0,Partner,2010-07-02 20:47:33,2010-07-07 21:31:02
p:64240,Sundeep,Peechu,,Felicis Ventures,MBA,,Stanford University,,2012-06-11 15:42:12,2012-06-11 15:42:12,79708.0,79708.0,p:64240,f:446,2010-06-01,,0.0,1.0,Partner,2010-07-26 18:22:02,2013-08-26 21:46:11
p:64547,Deana,Smart Zegna,Essex,Sonet Digital Ltd,,,,,,,80082.0,80082.0,p:64547,c:13842,2010-07-02,,0.0,1.0,Partner,2010-07-29 09:24:29,2013-03-28 15:09:27
p:64677,Lars,Leckie,Canada,Influitive,MS,Aeronautical Engineering,Stanford University,1998-01-01,2013-04-23 12:55:15,2013-07-23 08:26:53,215540.0,215540.0,p:64677,c:71933,2012-12-01,,0.0,14.0,Investor,2013-04-23 12:56:27,2013-07-23 07:38:47
p:65037,Hani,Iskander,,Accelerator Capital Pty Ltd,BS,Computer Science,University of Technology,1979-01-01,2013-04-12 15:16:35,2013-04-12 15:16:35,207113.0,207113.0,p:65037,c:53370,2000-01-01,,0.0,3.0,Managing Partner,2013-04-12 15:10:54,2013-04-12 15:10:54
p:67864,Tomas,McGuinness,Ireland,CMG Telecommunications,BS,Applied Physics,Dublin City University,2000-01-01,2010-09-02 09:39:18,2010-09-03 22:20:23,84221.0,84221.0,p:67864,c:55681,2000-08-01,2003-04-01,1.0,1.0,Consultant,2010-09-02 09:41:40,2010-09-03 22:20:25
p:68121,Mert Giray,ILHAN,,IBM Global Services,MBA,International Business,Grenoble Ecole de Management,,2010-09-04 19:36:17,2010-09-07 19:43:27,84410.0,84410.0,p:68121,c:52751,,,0.0,1.0,Consultant,2010-09-04 19:36:17,2010-09-07 19:43:26
p:68200,jon,griffin,dublin,iCapital,,,,,,,84487.0,84487.0,p:68200,c:55912,,,0.0,3.0,Partner,2010-09-06 07:19:33,2010-09-07 21:40:52
p:68357,Raymond,Luk,Canada,Year One Labs,MBA,,Cornell University,2008-01-01,2010-09-07 13:50:58,2010-09-07 22:39:13,84661.0,84661.0,p:68357,c:56034,2010-09-07,,0.0,7.0,Managing Partner,2010-09-07 13:50:59,2010-09-07 22:39:11
p:68543,Jonathan,Moore,"Lexington, KY",Trifecta Media,BA,New Media,University of Kentucky,2000-01-01,2010-09-09 06:35:40,2010-09-13 22:34:50,84909.0,84909.0,p:68543,c:56182,2010-01-01,,0.0,1.0,Partner,2010-09-09 06:35:40,2011-05-12 19:22:01
p:69452,Jason,Sugawa,"El Paso, TX",Clutch Creative,,,,,,,207309.0,207309.0,p:69452,c:56933,,,0.0,1.0,Partner,2013-04-13 04:58:01,2013-04-13 04:58:01
p:69462,Matt,Ocko,,Zoom Video Communications,BS,Physics,Yale University,2000-01-01,2013-05-16 19:38:02,2013-09-03 05:13:26,176303.0,176303.0,p:69462,c:169060,2011-08-01,,0.0,3.0,Angel Investor,2012-09-04 21:42:57,2013-09-03 05:15:29
p:69514,Nick,Ralph,US,RCPR,,,,,,,86093.0,86093.0,p:69514,c:57006,2005-09-01,2009-03-01,1.0,1.0,Managing Partner,2010-09-19 03:17:10,2013-04-16 20:17:54
p:70223,Jeffrey,Stewart,,Green Doorways Media Group (www.squeakersandfriends.com),,,,,,,86908.0,86908.0,p:70223,c:57558,2009-03-01,,0.0,1.0,Partner,2010-09-27 23:12:30,2010-10-08 19:05:42
p:70454,Ben,Grossman-Kahn,San Francisco,Stanford d.School,MS,"Learning, Design, Technology",Stanford University,2010-01-01,2010-09-30 06:00:52,2010-10-05 12:06:08,87166.0,87166.0,p:70454,c:57751,2008-09-20,,0.0,2.0,Consultant,2010-09-30 06:00:52,2010-10-05 12:06:07
p:71825,Silvia,Prado,,Logos PR,,,,,,,88746.0,88746.0,p:71825,c:58940,,,0.0,1.0,Managing Partner,2010-10-13 23:50:38,2010-10-14 20:43:14
p:73093,Riitta,Raesmaa,,Sopima,,,,,,,90276.0,90276.0,p:73093,c:36101,,,0.0,1.0,Partner,2010-10-26 18:57:37,2010-10-28 22:10:44
p:73412,Bert,Baeck,Antwerp,D square N.V.,MS,Automation,Ugent,2005-01-01,2010-10-29 18:39:44,2010-10-30 00:14:26,92291.0,92291.0,p:73412,c:61470,2007-12-01,,0.0,1.0,Managing Partner,2010-11-14 09:49:29,2010-11-15 02:05:37
p:74657,Ralph,de Geus,Haarlem,Wannahaves,,,,,,,184125.0,184125.0,p:74657,c:176859,2012-07-01,,0.0,2.0,Managing Partner,2012-11-07 14:37:09,2012-11-08 21:59:26
p:74964,Kivanc,Toker,Istanbul,T&G,MS,Informatics + Business Administration,TU MÃ¼nchen,2006-01-01,2010-11-16 16:48:00,2010-11-18 18:44:10,92538.0,92538.0,p:74964,c:61627,2008-02-15,,0.0,1.0,Managing Partner,2010-11-16 16:48:00,2010-11-18 18:44:10
p:77013,Carsten,Kolbek,Denmark,Rainmaking,MBA,Business,Nottingham University Business School,2001-01-01,2010-12-10 14:31:08,2010-12-11 00:18:06,94946.0,94946.0,p:77013,c:63714,2007-01-01,,0.0,1.0,Partner,2010-12-10 14:31:08,2013-07-08 02:40:33
p:77344,David,Jouarisse,FRANCE,Akka Venture,BS,,University of Manchester Institute of Science and Technology,2007-01-01,2010-12-15 23:41:17,2010-12-16 08:11:18,95342.0,95342.0,p:77344,f:6745,2006-01-01,,0.0,1.0,Partner,2010-12-15 23:41:17,2010-12-16 08:11:18
p:77597,Piotr,Sienkiewicz,,hardGamma Ventures,,,,,,,95660.0,95660.0,p:77597,f:6751,,,1.0,2.0,Partner,2010-12-18 12:32:47,2012-10-08 18:22:35
p:77923,Surinder,Jaggi,Palampur,Bellwort Technologies,MS,Computers,C-DAC Noida,2010-01-01,2010-12-22 07:13:11,2010-12-25 18:40:19,96074.0,96074.0,p:77923,c:64607,2008-01-07,,0.0,2.0,Consultant,2010-12-22 07:13:11,2010-12-25 18:40:18
p:78510,Patrick,Newell,Maine,Civitas Energy,BS,Computer Science,Lehigh University,2002-01-01,2010-12-30 21:10:11,2011-01-02 02:38:50,96755.0,96755.0,p:78510,c:65177,2009-09-24,,0.0,2.0,Partner,2010-12-30 21:10:11,2011-01-02 02:38:50
